ticker,reason,evidence
MMLG,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MMLG' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
MNTL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MNTL' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-06"
MOHR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MOHR' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-27"
MOON,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MOON' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-19"
MPAY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MPAY' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-22"
MRAD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MRAD' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-30"
MSDD,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MSDD' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
MSII,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MSII' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
MSVX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MSVX' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-19"
MTVR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-25, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MTVR' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-25"
MVPS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-03-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'MVPS' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-03-05"
NBCC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NBCC' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-14"
NBCT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-31, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NBCT' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-31"
NBGR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NBGR' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-10"
NDVG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NDVG' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-06"
NETZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-31, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NETZ' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-31"
NGE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-25, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NGE' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-25"
NIB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NIB' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
NSCR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NSCR' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-06"
NSCS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NSCS' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-23"
NTZG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-10-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NTZG' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-10-14"
NUSI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NUSI' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-20"
NVQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NVQ' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-14"
NWLG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NWLG' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-06"
NXTV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NXTV' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-23"
NZUS,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'NZUS' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
OAIA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OAIA' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-10"
OCFS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OCFS' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-29"
OCTD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OCTD' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-01"
OCTQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OCTQ' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-01"
OEUR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OEUR' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-30"
OFOS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-17, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OFOS' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-17"
OIL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OIL' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
OLO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-15, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OLO' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-15"
OOQB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OOQB' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-10"
OOSB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OOSB' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-10"
OOTO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OOTO' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-24"
OPPX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-12-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'OPPX' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-12-27"
PAK,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'PAK' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-16"
